district_code,month,flood_index,heat_index,rainfall_anomaly_z,temp_anomaly_z,ndvi,flood_events_count,heatwave_days
D-034,2021-07,63.19,53.8,1.183,0.239,0.5,1,3
D-034,2021-08,49.75,48.0,0.013,0.072,0.548,0,2
D-034,2021-09,47.52,33.01,-0.41,-0.476,0.562,1,0
D-034,2021-10,39.31,22.77,-1.534,-0.897,0.581,1,0
D-034,2021-11,46.4,13.96,-0.041,-1.713,0.611,0,1
D-034,2021-12,59.39,8.93,1.476,-0.814,0.653,3,0
D-034,2022-01,70.34,15.84,0.944,-1.452,0.523,1,0
D-034,2022-02,84.14,21.65,1.288,-2.105,0.547,2,0
D-034,2022-03,86.11,36.15,2.351,-0.933,0.518,2,3
D-034,2022-04,92.91,51.0,2.482,0.274,0.422,3,3
D-034,2022-05,76.01,54.79,1.507,0.521,0.463,0,3
D-034,2022-06,67.4,65.09,1.532,2.278,0.417,1,6
D-034,2022-07,58.28,57.49,-0.071,0.297,0.453,0,2
D-034,2022-08,53.44,52.32,0.477,0.304,0.487,1,5
D-034,2022-09,54.6,39.36,-0.418,-0.815,0.519,3,2
D-034,2022-10,53.41,30.55,-0.55,-1.351,0.591,1,1
D-034,2022-11,53.55,20.56,-0.24,-0.938,0.593,0,0
D-034,2022-12,59.78,12.94,0.545,-1.714,0.622,3,0
D-034,2023-01,60.32,22.35,-0.211,-1.186,0.522,1,2
D-034,2023-02,74.39,28.06,0.969,-1.044,0.544,0,3
D-034,2023-03,91.5,38.51,2.74,0.815,0.488,0,0
D-034,2023-04,87.61,55.93,2.629,0.925,0.428,1,4
D-034,2023-05,79.18,69.36,2.885,2.072,0.4,2,4
D-034,2023-06,76.22,68.91,1.954,0.755,0.418,1,9
D-034,2023-07,67.55,57.99,0.622,1.534,0.413,1,3
D-034,2023-08,48.97,47.61,0.4,-0.026,0.489,1,1
D-034,2023-09,42.79,40.15,0.647,-0.007,0.538,3,1
D-034,2023-10,46.99,29.49,0.4,-1.142,0.552,0,0
D-034,2023-11,56.88,16.21,1.127,-1.618,0.617,0,0
D-034,2023-12,66.84,15.93,1.389,-1.522,0.528,5,0
D-034,2024-01,69.38,21.29,0.85,-0.25,0.559,1,1
D-034,2024-02,82.79,33.94,1.836,0.892,0.498,1,1
D-034,2024-03,84.64,39.57,1.801,-0.409,0.48,0,0
D-034,2024-04,86.87,50.77,1.044,-1.222,0.412,4,2
D-034,2024-05,83.63,69.14,1.649,0.731,0.402,2,4
D-034,2024-06,68.9,65.1,0.652,0.225,0.465,1,3
D-034,2024-07,61.79,64.66,-0.259,1.794,0.437,1,5
D-034,2024-08,47.76,51.96,0.588,0.437,0.408,5,1
D-034,2024-09,49.02,43.2,0.18,-0.272,0.535,1,3
D-034,2024-10,50.93,42.19,1.139,-0.153,0.515,0,1
D-034,2024-11,58.37,27.58,1.519,0.387,0.564,0,4
D-034,2024-12,67.89,31.5,0.888,0.836,0.52,1,0
D-035,2021-01,56.14,15.83,1.274,-2.063,0.574,1,1
D-035,2021-02,54.48,10.79,0.566,-1.08,0.631,2,0
D-035,2021-03,57.8,22.3,-0.06,-2.475,0.558,1,1
D-035,2021-04,62.08,38.18,2.034,0.336,0.488,1,3
D-035,2021-05,57.5,48.87,0.852,0.303,0.442,0,3
D-035,2021-06,49.36,52.54,0.979,1.185,0.418,0,5
D-035,2021-07,37.58,56.79,-1.079,0.068,0.494,0,1
D-035,2021-08,34.1,35.83,-0.011,0.262,0.479,1,2
D-035,2021-09,20.57,24.81,-0.598,-1.531,0.561,1,0
D-035,2021-10,20.26,14.82,-0.826,-1.048,0.637,0,2
D-035,2021-11,22.61,1.11,-0.171,-1.063,0.729,1,0
D-035,2021-12,40.0,2.0,-0.49,-1.155,0.693,1,0
D-035,2022-01,50.88,4.11,2.599,-1.312,0.634,1,1
D-035,2022-02,61.15,8.63,0.185,-0.413,0.639,1,0
D-035,2022-03,72.41,24.28,2.198,-1.186,0.509,1,0
D-035,2022-04,66.46,33.21,2.455,-0.659,0.493,1,2
D-035,2022-05,65.99,47.28,1.357,-1.639,0.444,1,6
D-035,2022-06,59.06,46.04,0.353,-0.537,0.512,0,4
D-035,2022-07,37.31,39.81,-0.835,0.085,0.556,1,0
D-035,2022-08,33.77,35.86,-1.332,-0.825,0.53,1,1
D-035,2022-09,33.85,30.12,-0.296,0.37,0.481,3,2
D-035,2022-10,41.42,18.22,0.991,-1.619,0.599,0,1
D-035,2022-11,45.02,4.77,-1.432,-1.663,0.68,2,0
D-035,2022-12,46.82,2.19,-0.547,-0.894,0.634,0,0
D-035,2023-01,52.33,11.68,2.05,-0.585,0.629,1,0
D-035,2023-02,62.26,24.92,1.18,-1.921,0.542,0,0
D-035,2023-03,64.28,28.38,1.506,-0.402,0.523,3,0
D-035,2023-04,59.18,39.45,0.507,-0.469,0.47,1,3
D-035,2023-05,52.88,43.86,0.642,0.407,0.494,2,4
D-035,2023-06,34.21,43.89,-0.955,0.285,0.512,0,5
D-035,2023-07,19.82,46.09,-0.691,0.436,0.487,0,0
D-035,2023-08,18.0,41.12,-1.885,0.893,0.539,0,2
D-035,2023-09,21.96,26.03,-0.638,-0.491,0.553,1,1
D-035,2023-10,20.55,33.7,-1.366,-0.708,0.579,0,0
D-035,2023-11,26.15,21.64,-0.627,-1.521,0.604,1,1
D-035,2023-12,43.12,15.61,-0.735,-1.488,0.596,1,0
D-035,2024-01,54.48,16.31,0.2,-1.271,0.509,3,0
D-035,2024-02,61.73,25.77,1.191,-0.667,0.59,0,2
D-035,2024-03,62.16,36.32,2.16,-0.553,0.497,3,0
D-035,2024-04,61.94,41.62,1.596,0.188,0.534,0,1
D-035,2024-05,60.15,51.1,1.401,0.566,0.461,2,1
D-035,2024-06,41.03,48.54,-0.33,0.698,0.517,2,1
D-035,2024-07,34.32,52.85,0.028,1.381,0.504,2,2
D-035,2024-08,28.38,44.93,-1.922,1.2,0.553,1,2
D-035,2024-09,26.85,36.98,-1.006,-0.659,0.505,0,1
D-035,2024-10,27.57,20.85,-0.499,-0.556,0.58,2,1
D-035,2024-11,33.07,7.06,-0.135,-1.066,0.656,3,0
D-035,2024-12,41.37,0.0,0.736,-3.0,0.646,3,0
D-036,2021-01,70.03,74.93,1.765,0.727,0.39,1,6
D-036,2021-02,84.39,81.15,1.542,0.654,0.315,1,3
D-036,2021-03,89.18,82.66,1.587,1.447,0.296,3,5
D-036,2021-04,81.77,92.79,1.124,2.474,0.293,1,11
D-036,2021-05,75.26,91.42,3.0,1.677,0.292,5,3
D-036,2021-06,68.41,100.0,1.355,3.0,0.289,0,8
D-036,2021-07,52.93,100.0,0.293,0.957,0.305,2,1
D-036,2021-08,46.01,100.0,1.407,2.355,0.28,1,3
D-036,2021-09,37.53,89.54,-0.452,2.517,0.357,0,3
D-036,2021-10,47.4,72.9,-0.072,0.924,0.404,2,1
D-036,2021-11,55.41,59.31,-0.286,0.153,0.458,1,2
D-036,2021-12,60.68,57.39,0.771,0.12,0.457,3,0
D-036,2022-01,61.33,59.69,2.665,0.229,0.479,4,4
D-036,2022-02,70.49,64.59,1.312,0.238,0.417,1,4
D-036,2022-03,76.08,77.21,1.155,1.049,0.358,1,5
D-036,2022-04,71.59,91.02,0.794,2.497,0.321,2,4
D-036,2022-05,81.57,100.0,1.831,1.235,0.338,1,5
D-036,2022-06,76.22,100.0,2.679,1.422,0.311,1,2
D-036,2022-07,58.27,100.0,0.577,2.915,0.307,5,7
D-036,2022-08,58.29,95.44,0.817,2.506,0.355,3,8
D-036,2022-09,53.13,85.2,0.328,1.509,0.343,0,11
D-036,2022-10,52.05,73.12,0.908,1.074,0.404,1,6
D-036,2022-11,56.38,69.08,0.809,0.457,0.406,2,4
D-036,2022-12,67.74,60.65,0.458,0.906,0.457,1,3
D-036,2023-01,70.54,64.01,2.97,0.243,0.396,1,3
D-036,2023-02,72.29,78.05,0.923,2.249,0.41,4,6
D-036,2023-03,80.77,86.38,0.517,2.45,0.354,0,2
D-036,2023-04,71.35,99.79,2.253,1.646,0.301,2,5
D-036,2023-05,61.96,100.0,2.446,1.27,0.286,1,4
D-036,2023-06,66.0,100.0,0.555,2.023,0.324,1,5
D-036,2023-07,49.19,100.0,0.079,1.881,0.312,1,4
D-036,2023-08,44.24,100.0,0.168,2.957,0.316,1,4
D-036,2023-09,39.6,95.88,0.588,1.964,0.313,3,9
D-036,2023-10,44.67,80.08,0.962,1.312,0.423,0,7
D-036,2023-11,53.43,68.19,0.562,0.215,0.42,1,5
D-036,2023-12,61.45,68.23,0.832,0.004,0.337,4,3
D-036,2024-01,80.19,73.22,1.738,0.571,0.333,2,0
D-036,2024-02,90.31,86.31,1.55,2.715,0.292,2,3
D-036,2024-03,80.88,100.0,0.999,1.872,0.269,2,3
D-036,2024-04,75.31,100.0,0.481,2.149,0.354,4,3
D-036,2024-05,73.74,100.0,1.285,0.937,0.297,0,5
D-036,2024-06,67.06,100.0,1.008,0.689,0.296,1,7
D-036,2024-07,52.47,100.0,0.902,1.471,0.269,1,7
D-036,2024-08,45.42,100.0,1.427,2.278,0.322,2,7
D-036,2024-09,43.37,100.0,-0.143,1.778,0.311,2,6
D-036,2024-10,38.0,96.12,1.19,1.657,0.358,1,4
D-036,2024-11,42.98,86.66,0.66,2.114,0.339,1,12
D-036,2024-12,52.43,85.83,0.468,2.237,0.421,3,3
D-037,2021-01,63.29,53.67,1.319,0.498,0.433,2,3
D-037,2021-02,70.16,54.78,1.684,1.112,0.487,2,2
D-037,2021-03,77.63,70.77,2.057,1.585,0.389,2,1
D-037,2021-04,73.8,69.84,0.254,1.71,0.362,3,1
D-037,2021-05,70.79,80.6,1.818,0.78,0.385,0,4
D-037,2021-06,66.56,88.96,0.108,1.76,0.346,5,6
D-037,2021-07,61.24,82.32,2.012,0.992,0.366,0,4
D-037,2021-08,51.64,67.2,1.457,1.151,0.398,1,4
D-037,2021-09,51.41,57.27,0.878,0.872,0.446,4,2
D-037,2021-10,41.02,48.43,0.567,-0.547,0.494,3,1
D-037,2021-11,53.48,43.39,1.143,0.567,0.49,1,2
D-037,2021-12,61.81,41.99,1.028,-1.057,0.507,1,1
D-037,2022-01,70.13,37.97,1.337,-0.728,0.516,1,2
D-037,2022-02,72.54,51.91,0.422,-0.86,0.45,3,2
D-037,2022-03,71.41,60.9,1.222,-0.191,0.371,1,2
D-037,2022-04,79.45,75.06,0.648,-0.369,0.371,2,2
D-037,2022-05,78.27,83.57,2.039,0.969,0.354,4,7
D-037,2022-06,65.34,81.07,2.107,0.903,0.36,1,5
D-037,2022-07,62.48,79.77,2.058,2.81,0.342,1,4
D-037,2022-08,54.17,81.73,1.052,0.995,0.328,1,4
D-037,2022-09,45.74,56.56,0.296,-0.423,0.491,2,1
D-037,2022-10,49.18,45.12,1.449,0.128,0.492,2,4
D-037,2022-11,56.99,34.45,0.828,-0.855,0.522,2,0
D-037,2022-12,54.9,36.55,1.261,0.559,0.529,1,2
D-037,2023-01,55.72,49.91,0.746,-0.787,0.437,0,2
D-037,2023-02,61.01,59.44,-0.546,0.629,0.432,0,5
D-037,2023-03,72.97,74.72,0.014,1.207,0.347,1,4
D-037,2023-04,81.4,83.19,1.498,1.915,0.289,2,3
D-037,2023-05,73.38,92.42,0.979,1.967,0.301,4,3
D-037,2023-06,74.84,89.01,0.895,0.254,0.317,2,4
D-037,2023-07,61.88,67.47,1.948,1.027,0.414,3,4
D-037,2023-08,45.02,69.29,1.438,1.722,0.413,0,4
D-037,2023-09,43.55,54.37,-0.929,1.031,0.446,2,1
D-037,2023-10,49.01,45.44,-0.332,0.479,0.496,0,2
D-037,2023-11,53.22,45.34,0.501,0.176,0.494,1,2
D-037,2023-12,61.24,46.7,1.274,0.566,0.532,1,1
D-037,2024-01,66.53,51.15,2.699,-1.365,0.495,0,0
D-037,2024-02,74.61,52.78,1.729,-0.67,0.422,3,4
D-037,2024-03,84.7,58.89,0.947,-1.012,0.459,3,3
D-037,2024-04,84.23,70.06,1.819,1.207,0.407,4,4
D-037,2024-05,73.59,81.38,1.591,1.384,0.363,1,3
D-037,2024-06,64.7,83.99,0.822,1.117,0.345,3,4
D-037,2024-07,53.49,76.88,-0.452,-0.133,0.407,0,5
D-037,2024-08,49.24,65.34,1.653,-0.97,0.435,0,5
D-037,2024-09,41.83,60.6,-0.086,0.124,0.473,1,5
D-037,2024-10,48.51,50.13,1.423,1.238,0.422,0,3
D-037,2024-11,49.14,47.7,0.859,0.355,0.531,1,2
D-037,2024-12,63.41,41.57,1.086,0.206,0.519,0,1
D-038,2021-01,65.31,63.62,0.074,0.818,0.441,2,3
D-038,2021-02,76.79,69.36,0.468,0.271,0.386,2,3
D-038,2021-03,77.26,72.36,2.234,1.891,0.418,3,3
D-038,2021-04,76.04,79.88,1.722,1.726,0.377,1,3
D-038,2021-05,71.27,88.76,1.422,2.052,0.361,3,9
D-038,2021-06,48.86,91.87,-1.315,1.077,0.331,1,8
D-038,2021-07,36.3,90.44,-0.648,0.929,0.362,0,4
D-038,2021-08,41.09,84.52,-0.101,1.511,0.37,0,2
D-038,2021-09,37.54,73.5,0.413,0.136,0.43,1,1
D-038,2021-10,34.92,60.99,-0.983,1.05,0.429,2,5
D-038,2021-11,35.27,57.25,-0.59,0.233,0.487,1,2
D-038,2021-12,52.98,62.98,0.507,0.009,0.429,1,2
D-038,2022-01,57.85,57.85,1.153,-0.082,0.421,2,1
D-038,2022-02,69.87,62.64,0.986,0.309,0.453,4,3
D-038,2022-03,80.24,79.96,0.998,1.496,0.373,1,3
D-038,2022-04,72.76,90.86,2.315,2.342,0.289,1,8
D-038,2022-05,71.65,100.0,1.931,1.813,0.379,1,8
D-038,2022-06,65.84,87.91,1.597,0.997,0.333,0,5
D-038,2022-07,58.12,84.37,-0.019,1.803,0.393,3,4
D-038,2022-08,49.81,79.93,0.405,1.291,0.38,2,2
D-038,2022-09,42.54,66.27,1.025,0.366,0.429,1,4
D-038,2022-10,38.9,54.27,1.071,0.482,0.447,0,0
D-038,2022-11,51.96,52.64,0.657,-0.216,0.515,0,2
D-038,2022-12,55.73,51.79,-0.399,0.64,0.475,1,4
D-038,2023-01,69.03,48.79,0.288,-1.606,0.504,1,2
D-038,2023-02,74.92,62.74,1.217,1.246,0.436,0,8
D-038,2023-03,79.27,73.44,0.537,1.693,0.371,1,5
D-038,2023-04,74.59,82.77,1.756,-0.154,0.342,2,4
D-038,2023-05,75.49,99.54,2.09,1.594,0.317,3,3
D-038,2023-06,65.66,100.0,1.668,1.134,0.258,2,4
D-038,2023-07,50.88,97.47,0.991,1.865,0.305,4,5
D-038,2023-08,46.02,83.48,-0.771,1.159,0.326,1,3
D-038,2023-09,34.72,71.11,0.554,2.025,0.423,1,3
D-038,2023-10,28.99,65.13,-1.096,1.307,0.454,0,2
D-038,2023-11,41.08,62.33,-0.243,0.454,0.439,2,2
D-038,2023-12,51.12,55.51,-0.15,0.905,0.401,2,7
D-038,2024-01,67.76,61.73,1.22,2.576,0.44,0,2
D-038,2024-02,73.84,69.91,1.603,0.552,0.392,6,2
D-038,2024-03,70.68,84.65,1.385,1.361,0.317,2,5
D-038,2024-04,75.77,97.04,1.04,1.68,0.311,2,5
D-038,2024-05,63.38,100.0,0.575,1.761,0.266,0,10
D-038,2024-06,54.83,100.0,1.43,2.557,0.321,1,6
D-038,2024-07,44.88,100.0,1.263,1.416,0.369,1,3
D-038,2024-08,40.62,92.67,0.315,1.86,0.359,0,8
D-038,2024-09,41.51,81.65,0.386,0.895,0.384,1,5
D-038,2024-10,37.73,71.74,-0.633,0.892,0.428,2,8
D-038,2024-11,50.21,61.07,0.609,-0.267,0.431,1,8
D-038,2024-12,62.14,60.2,1.005,0.982,0.464,3,9
D-039,2021-01,60.21,90.8,0.769,1.414,0.305,5,6
D-039,2021-02,62.74,84.95,0.999,0.742,0.354,1,8
D-039,2021-03,61.84,95.37,0.401,0.969,0.335,1,4
D-039,2021-04,57.75,100.0,0.523,2.065,0.334,1,4
D-039,2021-05,52.31,100.0,0.153,0.669,0.316,0,8
D-039,2021-06,40.67,100.0,1.101,2.735,0.303,1,4
D-039,2021-07,30.03,100.0,-0.452,2.713,0.304,1,10
D-039,2021-08,26.7,93.82,0.603,2.523,0.369,0,6
D-039,2021-09,26.44,80.88,-0.996,1.599,0.397,2,4
D-039,2021-10,18.78,68.76,-0.823,1.23,0.466,1,5
D-039,2021-11,33.65,66.17,-0.439,0.516,0.496,0,3
D-039,2021-12,46.72,58.41,-0.162,-0.018,0.465,1,2
D-039,2022-01,50.48,62.03,-0.951,0.913,0.408,2,1
D-039,2022-02,60.63,69.11,-0.477,2.149,0.434,2,4
D-039,2022-03,62.25,78.92,-0.376,1.055,0.384,1,6
D-039,2022-04,60.14,90.77,0.915,1.816,0.335,1,2
D-039,2022-05,53.66,100.0,0.265,1.715,0.31,1,3
D-039,2022-06,47.88,100.0,0.891,1.282,0.342,1,9
D-039,2022-07,32.97,100.0,0.871,2.075,0.323,3,7
D-039,2022-08,29.75,100.0,-0.415,2.044,0.35,1,5
D-039,2022-09,28.26,95.95,-0.141,1.991,0.29,1,4
D-039,2022-10,20.18,89.71,-0.878,2.309,0.456,2,4
D-039,2022-11,40.42,83.68,-0.346,1.601,0.406,0,5
D-039,2022-12,45.52,85.81,0.859,1.17,0.333,2,4
D-039,2023-01,63.88,83.48,1.408,0.264,0.399,1,7
D-039,2023-02,67.35,84.5,1.397,1.638,0.362,2,2
D-039,2023-03,66.12,99.49,0.933,3.0,0.35,0,5
D-039,2023-04,68.01,100.0,0.69,2.4,0.272,2,7
D-039,2023-05,54.45,100.0,0.392,2.01,0.284,1,5
D-039,2023-06,38.67,100.0,-1.145,1.582,0.345,1,12
D-039,2023-07,27.21,100.0,-1.226,0.986,0.349,0,7
D-039,2023-08,25.37,100.0,-0.17,2.812,0.335,1,5
D-039,2023-09,17.23,95.75,-1.792,1.88,0.35,0,3
D-039,2023-10,27.46,79.71,-1.629,0.965,0.376,1,4
D-039,2023-11,39.26,75.93,-0.047,0.828,0.403,0,4
D-039,2023-12,55.03,73.35,1.114,0.863,0.429,2,3
D-039,2024-01,66.89,79.72,0.054,0.267,0.354,2,5
D-039,2024-02,71.69,91.66,1.163,1.355,0.335,0,7
D-039,2024-03,61.12,100.0,0.459,0.818,0.306,1,8
D-039,2024-04,57.76,100.0,1.238,2.794,0.348,1,4
D-039,2024-05,62.77,100.0,2.19,0.568,0.285,1,4
D-039,2024-06,54.56,100.0,-0.771,2.494,0.326,4,8
D-039,2024-07,38.93,100.0,-0.051,1.749,0.322,1,6
D-039,2024-08,27.86,100.0,-0.611,2.618,0.312,0,5
D-039,2024-09,20.24,100.0,-0.738,1.611,0.298,1,5
D-039,2024-10,20.03,100.0,-0.799,2.627,0.364,0,7
D-039,2024-11,28.3,100.0,-1.255,2.519,0.33,2,9
D-039,2024-12,46.59,89.91,0.604,0.762,0.367,3,4
D-040,2021-01,62.27,24.99,0.458,-1.893,0.594,2,0
D-040,2021-02,64.44,24.63,1.241,-0.711,0.584,4,0
D-040,2021-03,71.71,41.51,1.052,-0.956,0.498,2,4
D-040,2021-04,78.11,47.66,1.788,0.216,0.489,1,2
D-040,2021-05,76.32,46.34,2.16,-0.764,0.522,0,2
D-040,2021-06,59.51,55.85,1.417,0.261,0.505,2,3
D-040,2021-07,53.31,44.3,1.352,0.509,0.569,2,2
D-040,2021-08,41.06,35.7,-0.053,-0.122,0.556,0,1
D-040,2021-09,42.78,35.65,-0.601,1.485,0.5,1,1
D-040,2021-10,45.13,19.06,0.645,-0.979,0.621,3,0
D-040,2021-11,43.98,13.45,0.61,-1.429,0.612,1,1
D-040,2021-12,53.67,22.07,1.211,-0.84,0.552,0,0
D-040,2022-01,59.09,13.15,0.608,-2.72,0.603,0,0
D-040,2022-02,67.63,20.52,1.391,-2.042,0.565,3,2
D-040,2022-03,76.91,30.03,-0.782,0.246,0.55,3,2
D-040,2022-04,68.73,38.48,0.29,-1.029,0.616,1,4
D-040,2022-05,65.27,48.52,2.002,-0.831,0.484,0,3
D-040,2022-06,54.02,49.46,0.143,-0.678,0.473,0,5
D-040,2022-07,28.4,48.88,-0.074,-1.112,0.507,0,4
D-040,2022-08,34.89,35.75,-0.943,0.077,0.611,3,1
D-040,2022-09,34.65,26.85,-0.162,-0.625,0.553,1,0
D-040,2022-10,44.61,24.9,0.713,-0.286,0.524,0,3
D-040,2022-11,42.12,17.54,-0.499,-2.982,0.602,0,0
D-040,2022-12,48.3,20.39,0.738,-0.366,0.589,2,1
D-040,2023-01,63.51,16.0,1.832,-0.332,0.594,2,1
D-040,2023-02,74.15,18.01,1.48,-0.71,0.566,1,2
D-040,2023-03,77.47,24.02,0.543,-2.213,0.508,3,3
D-040,2023-04,67.71,40.26,2.015,0.556,0.513,1,6
D-040,2023-05,70.44,50.95,0.714,0.068,0.534,3,2
D-040,2023-06,50.9,58.44,0.459,0.23,0.483,1,2
D-040,2023-07,42.16,45.3,0.461,0.345,0.594,1,1
D-040,2023-08,30.9,46.77,-0.497,0.015,0.519,1,3
D-040,2023-09,30.54,39.05,-1.563,-1.161,0.566,0,0
D-040,2023-10,32.0,33.16,-1.2,-1.244,0.535,0,4
D-040,2023-11,39.59,16.02,0.129,-1.754,0.605,0,0
D-040,2023-12,52.27,11.53,0.375,-1.161,0.649,1,0
D-040,2024-01,54.44,20.67,1.007,-1.063,0.636,0,0
D-040,2024-02,65.27,32.22,1.097,0.519,0.532,3,0
D-040,2024-03,74.71,37.75,0.036,-0.745,0.48,4,3
D-040,2024-04,69.47,49.79,1.772,1.587,0.493,2,3
D-040,2024-05,65.6,59.38,2.44,0.959,0.434,0,4
D-040,2024-06,54.31,60.64,-0.855,0.722,0.46,0,6
D-040,2024-07,37.64,57.67,-0.714,0.01,0.473,0,6
D-040,2024-08,42.75,52.33,-0.384,1.577,0.511,2,3
D-040,2024-09,46.66,45.61,0.557,-0.586,0.49,0,1
D-040,2024-10,54.24,38.56,0.334,0.072,0.526,2,2
D-040,2024-11,51.78,26.73,0.497,-1.111,0.585,2,0
D-040,2024-12,59.54,19.07,0.661,-2.375,0.622,2,0
D-041,2021-01,72.97,25.18,1.984,-0.282,0.541,3,2
D-041,2021-02,75.53,23.53,2.628,-0.901,0.572,0,1
D-041,2021-03,85.18,42.11,2.94,-0.211,0.546,5,0
D-041,2021-04,84.76,50.66,2.0,0.851,0.46,3,1
D-041,2021-05,77.66,53.47,1.772,-0.551,0.437,3,3
D-041,2021-06,72.2,50.24,2.762,-0.48,0.494,1,4
D-041,2021-07,58.28,57.02,0.532,1.177,0.483,1,4
D-041,2021-08,53.47,47.04,1.236,-0.486,0.477,1,3
D-041,2021-09,59.2,39.61,1.437,0.595,0.473,4,3
D-041,2021-10,61.73,25.66,0.677,-1.398,0.561,1,0
D-041,2021-11,65.01,17.64,1.952,-0.185,0.629,2,1
D-041,2021-12,70.83,17.54,0.97,-1.329,0.571,3,0
D-041,2022-01,79.91,27.51,2.529,-0.458,0.461,2,2
D-041,2022-02,77.84,35.78,1.468,-2.33,0.543,2,0
D-041,2022-03,82.23,38.56,1.178,0.082,0.511,2,1
D-041,2022-04,94.39,46.32,1.863,-0.372,0.422,4,5
D-041,2022-05,85.84,56.26,1.291,0.535,0.466,0,1
D-041,2022-06,69.89,61.52,2.151,-0.475,0.406,0,2
D-041,2022-07,59.46,61.06,1.345,1.01,0.476,3,4
D-041,2022-08,45.73,49.24,-0.531,0.38,0.494,2,5
D-041,2022-09,38.75,39.71,0.421,-0.671,0.539,0,0
D-041,2022-10,48.76,30.35,-0.485,-1.092,0.545,1,0
D-041,2022-11,58.29,26.56,1.613,-0.327,0.568,1,1
D-041,2022-12,60.0,23.86,0.685,-0.879,0.571,3,2
D-041,2023-01,75.31,34.27,0.868,0.022,0.487,2,1
D-041,2023-02,92.37,37.65,1.427,-0.412,0.456,5,4
D-041,2023-03,99.38,53.16,2.674,0.207,0.453,6,1
D-041,2023-04,90.16,56.98,1.09,0.36,0.409,1,3
D-041,2023-05,87.86,61.03,1.337,1.181,0.436,1,2
D-041,2023-06,78.64,65.12,2.268,0.234,0.404,1,2
D-041,2023-07,62.45,61.55,-0.538,1.488,0.465,0,5
D-041,2023-08,60.53,52.43,0.74,0.403,0.53,1,1
D-041,2023-09,60.64,44.54,-0.435,-0.64,0.469,2,1
D-041,2023-10,62.42,33.88,0.19,-0.66,0.523,3,4
D-041,2023-11,67.02,26.13,0.457,-1.559,0.566,2,2
D-041,2023-12,76.22,21.43,1.19,-0.89,0.554,1,1
D-041,2024-01,79.51,28.13,1.446,-0.637,0.534,4,2
D-041,2024-02,96.26,29.14,2.827,0.657,0.55,6,4
D-041,2024-03,100.0,43.52,2.511,-0.17,0.452,2,0
D-041,2024-04,96.0,57.93,1.472,0.418,0.41,1,2
D-041,2024-05,94.27,62.07,3.0,0.819,0.388,2,2
D-041,2024-06,76.48,65.06,1.804,0.338,0.429,3,2
D-041,2024-07,69.94,62.53,2.681,0.694,0.41,1,2
D-041,2024-08,61.72,45.04,1.865,-0.779,0.546,1,2
D-041,2024-09,54.89,33.04,1.345,-0.154,0.647,2,1
D-041,2024-10,59.16,29.39,1.425,-1.764,0.543,0,0
D-041,2024-11,62.15,15.06,0.183,-1.342,0.544,3,1
D-041,2024-12,70.91,12.44,1.126,-0.854,0.577,1,1
D-042,2021-01,84.02,37.11,2.152,-0.178,0.546,1,2
D-042,2021-02,86.77,54.18,0.686,0.991,0.414,1,4
D-042,2021-03,100.0,62.82,2.993,1.107,0.4,4,6
D-042,2021-04,100.0,69.84,2.696,0.257,0.448,1,5
D-042,2021-05,90.71,77.46,1.519,1.092,0.376,6,4
D-042,2021-06,68.29,72.68,1.746,0.778,0.419,1,5
D-042,2021-07,61.05,70.01,-0.06,2.795,0.422,2,3
D-042,2021-08,68.03,65.1,1.42,-0.264,0.456,1,7
D-042,2021-09,58.0,46.65,-0.441,0.829,0.466,3,3
D-042,2021-10,54.53,32.93,0.079,-0.764,0.545,0,2
D-042,2021-11,62.95,23.58,0.873,-1.497,0.559,2,4
D-042,2021-12,78.16,24.32,2.968,-0.767,0.543,4,1
D-042,2022-01,92.38,33.06,3.0,-1.255,0.476,3,1
D-042,2022-02,90.27,43.53,2.481,-0.858,0.461,1,0
D-042,2022-03,89.96,57.65,1.898,0.902,0.447,1,3
D-042,2022-04,99.04,61.64,1.52,0.829,0.394,4,3
D-042,2022-05,98.3,66.84,1.22,1.663,0.342,3,3
D-042,2022-06,82.28,68.12,1.395,0.884,0.42,6,5
D-042,2022-07,80.92,70.51,1.394,-0.178,0.408,4,5
D-042,2022-08,67.82,59.54,-0.206,1.352,0.465,1,6
D-042,2022-09,65.97,51.39,0.469,-1.501,0.473,1,1
D-042,2022-10,67.46,37.87,0.012,-0.544,0.473,0,2
D-042,2022-11,73.02,27.47,0.588,-0.748,0.478,0,0
D-042,2022-12,74.94,26.34,1.73,0.033,0.544,2,4
D-042,2023-01,87.83,31.43,1.208,-0.104,0.474,0,1
D-042,2023-02,100.0,41.93,2.457,0.238,0.488,2,2
D-042,2023-03,100.0,54.63,3.0,0.019,0.408,3,1
D-042,2023-04,100.0,68.63,2.138,2.154,0.353,1,6
D-042,2023-05,95.8,70.51,1.408,1.637,0.351,3,4
D-042,2023-06,79.33,74.14,1.274,1.316,0.394,4,4
D-042,2023-07,69.71,74.26,0.343,1.964,0.431,1,2
D-042,2023-08,54.05,69.02,0.48,0.518,0.43,3,6
D-042,2023-09,50.69,57.77,0.393,0.529,0.449,2,4
D-042,2023-10,62.57,44.4,2.255,-0.107,0.465,1,1
D-042,2023-11,64.98,33.47,0.987,-1.204,0.524,1,0
D-042,2023-12,81.3,33.89,1.079,-1.455,0.475,2,0
D-042,2024-01,90.76,36.06,2.357,0.277,0.504,3,2
